"customerid","recency_days","frequency","monetary","r_score","f_score","m_score","customer_segment"
"12974",197,"1","144.80",2,2,1,"Lost Customers"
"12975",733,"1","441.63",1,1,2,"Lost Customers"
"12976",211,"2","1144.26",2,2,4,"Lost Customers"
"12977",156,"1","39.24",2,2,1,"Lost Customers"
"12978",385,"3","1610.31",1,4,4,"At Risk"
"12979",729,"1","517.70",1,1,3,"Lost Customers"
"12980",157,"12","10186.74",2,5,5,"At Risk"
"12981",29,"2","372.22",4,3,2,"Loyal Customers"
"12982",242,"1","390.54",2,2,2,"Lost Customers"
"12984",18,"1","97.50",4,1,1,"New Customers"
"12985",0,"2","1239.38",5,3,4,"Loyal Customers"
"12987",73,"3","841.03",3,3,3,"Loyal Customers"
"12988",292,"1","505.82",1,1,2,"Lost Customers"
"12989",3,"16","7337.21",5,5,5,"Champions"
"12990",31,"3","409.50",4,3,2,"Loyal Customers"
"12991",23,"3","764.82",4,3,3,"Loyal Customers"
"12992",725,"1","93.35",1,1,1,"Lost Customers"
"12993",23,"4","414.76",4,4,2,"Loyal Customers"
"12994",4,"3","974.42",5,3,3,"Loyal Customers"
"12995",85,"1","211.32",3,1,1,"Promising"
"12996",375,"1","355.50",1,2,2,"Lost Customers"
"12997",22,"4","1226.89",4,4,4,"Champions"
"12999",196,"3","455.88",2,3,2,"At Risk"
"13000",106,"4","1032.50",2,4,4,"At Risk"
"13001",4,"14","10655.90",5,5,5,"Champions"
"13002",318,"1","120.95",1,1,1,"Lost Customers"
"13003",105,"3","149.05",2,3,1,"At Risk"
"13004",11,"23","7480.39",5,5,5,"Champions"
"13005",173,"2","513.70",2,3,3,"At Risk"
"13006",56,"1","81.57",3,1,1,"Promising"
"13008",323,"2","418.78",1,3,2,"At Risk"
"13010",374,"1","153.00",1,1,1,"Lost Customers"
"13011",372,"1","50.55",1,2,1,"Lost Customers"
"13012",9,"8","1646.84",5,5,4,"Champions"
"13013",1,"16","5871.35",5,5,5,"Champions"
"13014",10,"10","3466.28",5,5,5,"Champions"
"13015",53,"5","3339.64",3,4,5,"Loyal Customers"
"13016",73,"3","789.89",3,3,3,"Loyal Customers"
"13017",7,"1","204.00",5,1,1,"New Customers"
"13018",16,"28","7277.70",4,5,5,"Champions"
"13019",379,"3","636.25",1,3,3,"At Risk"
"13021",4,"11","3151.58",5,5,5,"Champions"
"13023",64,"2","689.90",3,3,3,"Loyal Customers"
"13025",731,"1","323.39",1,2,2,"Lost Customers"
"13026",1,"6","1311.34",5,4,4,"Champions"
"13027",113,"8","8064.00",2,5,5,"At Risk"
"13028",22,"2","661.32",4,3,3,"Loyal Customers"
"13029",30,"4","1579.60",4,4,4,"Champions"
"13030",11,"2","752.44",5,2,3,"New Customers"
"13032",52,"3","1570.11",3,4,4,"Loyal Customers"
"13033",357,"1","190.55",1,1,1,"Lost Customers"
"13034",54,"2","642.77",3,3,3,"Loyal Customers"
"13035",73,"2","921.88",3,2,3,"Promising"
"13037",138,"5","1485.76",2,4,4,"At Risk"
"13038",80,"3","908.46",3,3,3,"Loyal Customers"
"13039",722,"1","162.80",1,1,1,"Lost Customers"
"13040",8,"2","676.99",5,3,3,"Loyal Customers"
"13042",732,"1","665.15",1,1,3,"Lost Customers"
"13043",273,"1","516.42",1,1,3,"Lost Customers"
"13044",291,"2","737.82",1,2,3,"Lost Customers"
"13045",99,"1","305.28",2,2,2,"Lost Customers"
"13046",30,"2","629.31",4,3,3,"Loyal Customers"
"13047",31,"12","4107.82",4,5,5,"Champions"
"13048",14,"4","1819.41",5,4,4,"Champions"
"13049",64,"3","1160.68",3,3,4,"Loyal Customers"
"13050",14,"21","7111.47",5,5,5,"Champions"
"13052",212,"1","348.15",2,2,2,"Lost Customers"
"13055",78,"3","1214.41",3,4,4,"Loyal Customers"
"13058",24,"3","271.40",4,3,2,"Loyal Customers"
"13059",249,"1","183.40",2,1,1,"Lost Customers"
"13060",253,"1","307.53",1,2,2,"Lost Customers"
"13061",72,"1","248.61",3,1,1,"Promising"
"13062",191,"1","346.98",2,2,2,"Lost Customers"
"13064",12,"4","1105.59",5,4,4,"Champions"
"13065",373,"2","431.21",1,3,2,"At Risk"
"13066",24,"2","470.80",4,3,2,"Loyal Customers"
"13067",82,"1","115.46",3,2,1,"Promising"
"13068",10,"2","344.00",5,3,2,"Loyal Customers"
"13069",0,"27","5198.78",5,5,5,"Champions"
"13070",192,"2","383.00",2,3,2,"At Risk"
"13072",266,"1","177.15",1,1,1,"Lost Customers"
"13074",689,"2","634.00",1,3,3,"At Risk"
"13075",129,"1","919.61",2,2,3,"Lost Customers"
"13077",1,"7","1746.13",5,5,4,"Champions"
"13078",3,"34","17394.31",5,5,5,"Champions"
"13079",4,"5","220.10",5,4,1,"Loyal Customers"
"13080",179,"1","58.08",2,2,1,"Lost Customers"
"13081",11,"16","37268.94",5,5,5,"Champions"
"13082",126,"11","3805.81",2,5,5,"At Risk"
"13083",4,"2","303.75",5,3,2,"Loyal Customers"
"13085",157,"6","1512.88",2,4,4,"At Risk"
"13086",382,"1","439.33",1,1,2,"Lost Customers"
"13087",726,"1","313.64",1,2,2,"Lost Customers"
"13089",2,"112","69660.07",5,5,5,"Champions"
"13090",8,"18","10548.68",5,5,5,"Champions"
"13091",28,"3","2321.82",4,4,5,"Champions"
"13092",70,"5","477.83",3,4,2,"Loyal Customers"
"13093",275,"15","15308.66",1,5,5,"At Risk"
"13094",21,"13","2209.44",4,5,5,"Champions"
"13095",70,"1","74.40",3,1,1,"Promising"
"13097",32,"14","7990.75",4,5,5,"Champions"
"13098",1,"28","28882.44",5,5,5,"Champions"
"13099",99,"1","207.36",2,1,1,"Lost Customers"
"13101",234,"1","101.19",2,1,1,"Lost Customers"
"13102",1,"27","7837.43",5,5,5,"Champions"
"13103",39,"1","243.94",3,1,1,"Promising"
"13104",3,"6","1098.48",5,4,4,"Champions"
"13106",133,"1","76.50",2,1,1,"Lost Customers"
"13107",44,"4","1531.62",3,4,4,"Loyal Customers"
"13108",372,"1","350.06",1,2,2,"Lost Customers"
"13109",59,"2","786.54",3,2,3,"Promising"
"13110",31,"9","2040.75",4,5,4,"Champions"
"13111",718,"1","321.88",1,2,2,"Lost Customers"
"13113",0,"26","13282.61",5,5,5,"Champions"
"13114",730,"1","234.38",1,1,1,"Lost Customers"
"13115",11,"5","2603.78",5,4,5,"Champions"
"13116",138,"1","501.14",2,1,2,"Lost Customers"
"13117",21,"9","1138.31",4,5,4,"Champions"
"13118",19,"6","1502.34",4,4,4,"Champions"
"13120",238,"1","30.60",2,2,1,"Lost Customers"
"13121",269,"1","283.73",1,2,2,"Lost Customers"
"13122",94,"2","922.39",2,2,3,"Lost Customers"
"13124",89,"4","4641.66",2,4,5,"At Risk"
"13126",4,"8","2099.64",5,5,4,"Champions"
"13127",77,"1","259.17",3,2,2,"Promising"
"13130",94,"1","64.00",2,2,1,"Lost Customers"
"13131",23,"3","1073.30",4,3,4,"Loyal Customers"
"13132",261,"1","77.30",1,1,1,"Lost Customers"
"13133",273,"2","109.80",1,3,1,"At Risk"
"13134",85,"4","1793.58",3,4,4,"Loyal Customers"
"13135",196,"1","3096.00",2,2,5,"Lost Customers"
"13136",56,"8","3660.02",3,5,5,"Loyal Customers"
"13137",10,"9","4537.06",5,5,5,"Champions"
"13138",22,"6","962.39",4,5,3,"Loyal Customers"
"13139",16,"7","5064.94",4,5,5,"Champions"
"13140",108,"3","422.47",2,3,2,"At Risk"
"13141",84,"8","3288.62",3,5,5,"Loyal Customers"
"13142",19,"1","307.09",4,2,2,"New Customers"
"13144",332,"1","110.95",1,1,1,"Lost Customers"
"13145",39,"4","618.52",3,4,3,"Loyal Customers"
"13146",26,"1","228.91",4,1,1,"New Customers"
"13147",10,"4","712.80",5,4,3,"Loyal Customers"
"13148",29,"16","4556.23",4,5,5,"Champions"
"13149",14,"4","1676.06",5,4,4,"Champions"
"13151",295,"1","1257.87",1,1,4,"Lost Customers"
"13152",694,"1","480.47",1,1,2,"Lost Customers"
"13153",5,"1","486.22",5,1,2,"New Customers"
"13154",735,"1","337.10",1,2,2,"Lost Customers"
"13155",33,"4","971.76",4,4,3,"Loyal Customers"
"13156",385,"1","346.94",1,2,2,"Lost Customers"
"13157",49,"4","1741.22",3,4,4,"Loyal Customers"
"13158",94,"5","1508.18",2,4,4,"At Risk"
"13159",8,"4","1429.35",5,4,4,"Champions"
"13160",22,"1","91.80",4,1,1,"New Customers"
"13161",313,"1","112.75",1,1,1,"Lost Customers"
"13162",122,"9","4779.96",2,5,5,"At Risk"
"13165",46,"2","1021.48",3,2,4,"Promising"
"13166",283,"1","417.20",1,1,2,"Lost Customers"
"13167",18,"5","1125.15",4,4,4,"Champions"
"13168",36,"4","1299.59",4,4,4,"Champions"
"13169",63,"2","712.88",3,2,3,"Promising"
"13170",26,"1","108.81",4,1,1,"New Customers"
"13171",21,"3","468.41",4,3,2,"Loyal Customers"
"13173",4,"5","941.44",5,4,3,"Loyal Customers"
"13174",16,"5","3388.21",4,4,5,"Champions"
"13175",735,"1","319.15",1,2,2,"Lost Customers"
"13176",46,"1","481.49",3,1,2,"Promising"
"13177",64,"1","282.45",3,2,2,"Promising"
"13178",26,"13","6953.01",4,5,5,"Champions"
"13181",381,"1","359.69",1,2,2,"Lost Customers"
"13182",45,"1","121.18",3,1,1,"Promising"
"13183",7,"9","3957.78",5,5,5,"Champions"
"13184",14,"10","1668.95",5,5,4,"Champions"
"13185",267,"1","71.40",1,1,1,"Lost Customers"
"13186",39,"3","1575.89",4,4,4,"Champions"
"13187",337,"1","236.02",1,1,1,"Lost Customers"
"13188",11,"1","114.60",5,1,1,"New Customers"
"13189",18,"2","260.68",4,2,2,"New Customers"
"13190",732,"1","147.10",1,2,1,"Lost Customers"
"13192",95,"2","911.94",2,2,3,"Lost Customers"
"13193",61,"1","112.08",3,1,1,"Promising"
"13194",135,"1","60.70",2,2,1,"Lost Customers"
"13196",11,"4","1797.78",5,4,4,"Champions"
"13198",10,"7","4152.39",5,5,5,"Champions"
"13199",3,"42","10951.36",5,5,5,"Champions"
"13200",19,"4","870.09",4,4,3,"Loyal Customers"
"13202",730,"1","320.20",1,2,2,"Lost Customers"
"13203",9,"6","1339.56",5,4,4,"Champions"
"13204",731,"1","966.66",1,1,3,"Lost Customers"
"13206",704,"4","3256.87",1,4,5,"At Risk"
"13207",15,"2","250.26",4,2,1,"New Customers"
"13208",58,"7","1278.77",3,5,4,"Loyal Customers"
"13209",30,"8","5891.61",4,5,5,"Champions"
"13210",93,"1","353.48",2,2,2,"Lost Customers"
"13211",10,"5","1637.26",5,4,4,"Champions"
"13212",19,"3","786.83",4,3,3,"Loyal Customers"
"13213",56,"7","1806.95",3,5,4,"Loyal Customers"
"13216",267,"1","333.74",1,2,2,"Lost Customers"
"13217",122,"3","533.98",2,3,3,"At Risk"
"13218",127,"1","62.64",2,2,1,"Lost Customers"
"13220",78,"4","819.29",3,4,3,"Loyal Customers"
"13221",240,"2","847.41",2,2,3,"Lost Customers"
"13223",200,"2","163.20",2,2,1,"Lost Customers"
"13224",60,"2","2155.95",3,3,4,"Loyal Customers"
"13225",3,"8","7889.14",5,5,5,"Champions"
"13226",273,"1","108.21",1,1,1,"Lost Customers"
"13227",201,"1","257.70",2,2,2,"Lost Customers"
"13228",81,"1","358.00",3,2,2,"Promising"
"13229",225,"1","160.95",2,1,1,"Lost Customers"
"13230",4,"17","3813.05",5,5,5,"Champions"
"13232",12,"7","1328.35",5,5,4,"Champions"
"13233",74,"3","895.75",3,3,3,"Loyal Customers"
"13234",732,"1","228.40",1,1,1,"Lost Customers"
"13235",212,"1","1031.07",2,2,4,"Lost Customers"
"13236",24,"2","744.85",4,2,3,"New Customers"
"13237",387,"1","643.00",1,1,3,"Lost Customers"
"13238",17,"4","700.73",4,4,3,"Loyal Customers"
"13239",261,"1","329.56",1,2,2,"Lost Customers"
"13240",96,"4","663.65",2,4,3,"At Risk"
"13242",112,"3","270.40",2,3,2,"At Risk"
"13243",203,"1","585.12",2,1,3,"Lost Customers"
"13244",92,"1","121.74",2,1,1,"Lost Customers"
"13245",50,"1","430.50",3,1,2,"Promising"
"13246",18,"6","1961.52",4,4,4,"Champions"
"13247",17,"4","501.12",4,4,2,"Loyal Customers"
"13248",124,"2","465.68",2,3,2,"At Risk"
"13249",92,"3","711.41",2,3,3,"At Risk"
"13253",156,"3","2004.79",2,4,4,"At Risk"
"13254",376,"1","51.41",1,2,1,"Lost Customers"
"13255",9,"2","399.51",5,3,2,"Loyal Customers"
"13258",11,"4","873.23",5,4,3,"Loyal Customers"
"13259",61,"2","435.23",3,3,2,"Loyal Customers"
"13260",61,"1","557.62",3,1,3,"Promising"
"13261",268,"2","944.10",1,2,3,"Lost Customers"
"13262",263,"2","341.04",1,3,2,"At Risk"
"13263",1,"36","7700.47",5,5,5,"Champions"
"13265",53,"5","2092.66",3,4,4,"Loyal Customers"
"13266",11,"13","4129.81",5,5,5,"Champions"
"13267",2,"23","6006.41",5,5,5,"Champions"
"13268",17,"11","3174.75",4,5,5,"Champions"
"13269",1,"20","6566.81",5,5,5,"Champions"
"13270",366,"1","590.00",1,1,3,"Lost Customers"
"13271",37,"1","211.49",4,1,1,"New Customers"
"13272",31,"2","276.56",4,2,2,"New Customers"
"13273",113,"1","138.98",2,2,1,"Lost Customers"
"13275",383,"1","61.50",1,2,1,"Lost Customers"
"13276",63,"2","590.93",3,3,3,"Loyal Customers"
"13277",15,"5","369.80",5,4,2,"Loyal Customers"
"13278",40,"1","542.73",3,1,3,"Promising"
"13279",78,"1","137.75",3,2,1,"Promising"
"13280",122,"4","927.65",2,4,3,"At Risk"
"13282",18,"3","1132.14",4,3,4,"Loyal Customers"
"13283",59,"2","93.66",3,3,1,"Loyal Customers"
"13284",330,"1","201.19",1,1,1,"Lost Customers"
"13285",23,"4","2709.12",4,4,5,"Champions"
"13287",704,"1","264.38",1,2,2,"Lost Customers"
"13289",723,"1","307.95",1,2,2,"Lost Customers"
"13291",155,"1","361.11",2,2,2,"Lost Customers"
"13292",38,"2","578.94",4,3,3,"Loyal Customers"
"13293",392,"1","104.12",1,1,1,"Lost Customers"
"13294",189,"2","873.74",2,2,3,"Lost Customers"
"13295",359,"2","516.10",1,3,3,"At Risk"
"13296",137,"1","87.40",2,1,1,"Lost Customers"
"13297",7,"5","2395.85",5,4,5,"Champions"
"13298",1,"1","360.00",5,2,2,"New Customers"
"13299",268,"1","142.50",1,2,1,"Lost Customers"
"13300",169,"2","970.53",2,2,3,"Lost Customers"
"13301",103,"4","618.09",2,4,3,"At Risk"
"13302",155,"1","63.75",2,2,1,"Lost Customers"
"13304",351,"1","300.42",1,2,2,"Lost Customers"
"13305",4,"11","2144.81",5,5,4,"Champions"
"13307",120,"1","15.00",2,1,1,"Lost Customers"
"13308",22,"3","1385.51",4,4,4,"Champions"
"13309",7,"6","1706.37",5,4,4,"Champions"
"13310",28,"4","1291.75",4,4,4,"Champions"
"13311",4,"2","598.57",5,3,3,"Loyal Customers"
"13313",22,"7","1939.21",4,5,4,"Champions"
"13314",1,"3","775.94",5,3,3,"Loyal Customers"
"13315",689,"1","310.26",1,2,2,"Lost Customers"
"13316",37,"6","7043.21",4,5,5,"Champions"
"13317",66,"8","3113.50",3,5,5,"Loyal Customers"
"13318",1,"3","640.76",5,3,3,"Loyal Customers"
"13319",5,"34","13942.35",5,5,5,"Champions"
"13320",78,"4","1532.20",3,4,4,"Loyal Customers"
"13321",72,"2","567.36",3,3,3,"Loyal Customers"
"13322",17,"1","199.48",4,1,1,"New Customers"
"13323",3,"5","787.85",5,4,3,"Loyal Customers"
"13324",36,"10","7121.95",4,5,5,"Champions"
"13325",81,"1","675.30",3,1,3,"Promising"
"13327",38,"9","4541.93",4,5,5,"Champions"
"13328",316,"1","1308.48",1,1,4,"Lost Customers"
"13329",31,"5","1788.25",4,4,4,"Champions"
"13330",92,"3","1140.93",2,3,4,"At Risk"
"13332",14,"1","350.90",5,2,2,"New Customers"
"13334",82,"3","3502.32",3,4,5,"Loyal Customers"
"13336",77,"1","795.12",3,2,3,"Promising"
"13338",157,"2","1244.12",2,3,4,"At Risk"
"13339",200,"1","860.12",2,1,3,"Lost Customers"
"13340",45,"7","10736.48",3,5,5,"Loyal Customers"
"13341",260,"1","775.85",1,1,3,"Lost Customers"
"13343",177,"1","353.43",2,2,2,"Lost Customers"
"13344",67,"3","2511.69",3,4,5,"Loyal Customers"
"13345",287,"1","389.50",1,2,2,"Lost Customers"
"13347",70,"1","341.36",3,2,2,"Promising"
"13348",64,"1","233.76",3,1,1,"Promising"
"13349",10,"1","247.32",5,1,1,"New Customers"
"13350",16,"2","979.12",4,2,4,"New Customers"
"13351",66,"1","373.94",3,2,2,"Promising"
"13352",60,"1","397.98",3,2,2,"Promising"
"13354",71,"1","743.53",3,2,3,"Promising"
"13355",122,"1","674.70",2,1,3,"Lost Customers"
"13356",80,"1","768.24",3,1,3,"Promising"
"13357",257,"1","609.40",1,1,3,"Lost Customers"
"13358",268,"1","439.03",1,1,2,"Lost Customers"
"13359",63,"1","439.56",3,1,2,"Promising"
"13360",694,"2","715.15",1,2,3,"Lost Customers"
"13362",9,"5","3830.51",5,4,5,"Champions"
"13363",17,"2","992.50",4,2,4,"New Customers"
"13364",71,"1","134.96",3,2,1,"Promising"
"13365",33,"2","2225.37",4,3,5,"Loyal Customers"
"13366",50,"1","56.16",3,2,1,"Promising"
"13368",256,"2","623.40",1,3,3,"At Risk"
"13369",365,"1","308.28",1,2,2,"Lost Customers"
"13370",371,"1","754.87",1,1,3,"Lost Customers"
"13372",89,"1","378.64",2,2,2,"Lost Customers"
"13373",60,"4","4060.67",3,4,5,"Loyal Customers"
"13375",88,"1","778.65",3,1,3,"Promising"
"13376",99,"3","1019.76",2,3,4,"At Risk"
"13379",26,"3","572.56",4,3,3,"Loyal Customers"
"13381",31,"8","4300.60",4,5,5,"Champions"
"13382",280,"2","478.03",1,3,2,"At Risk"
"13384",30,"8","4740.04",4,5,5,"Champions"
"13385",329,"1","534.57",1,1,3,"Lost Customers"
"13388",131,"2","677.10",2,3,3,"At Risk"
"13389",11,"3","797.96",5,3,3,"Loyal Customers"
"13390",74,"1","544.08",3,1,3,"Promising"
"13391",203,"1","59.80",2,2,1,"Lost Customers"
"13393",724,"2","389.70",1,3,2,"At Risk"
"13394",1,"11","3849.32",5,5,5,"Champions"
"13395",185,"1","307.72",2,2,2,"Lost Customers"
"13396",29,"2","1360.99",4,3,4,"Loyal Customers"
"13397",72,"6","1867.13",3,4,4,"Loyal Customers"
"13398",192,"1","457.34",2,1,2,"Lost Customers"
"13402",127,"2","621.23",2,3,3,"At Risk"
"13403",17,"3","229.50",4,3,1,"Loyal Customers"
"13404",1,"2","252.49",5,2,2,"New Customers"
"13405",74,"4","718.91",3,4,3,"Loyal Customers"
"13408",1,"73","32855.16",5,5,5,"Champions"
"13410",24,"8","1901.98",4,5,4,"Champions"
"13411",107,"1","213.55",2,1,1,"Lost Customers"
"13414",133,"3","1390.50",2,4,4,"At Risk"
"13415",728,"1","466.92",1,1,2,"Lost Customers"
"13416",43,"3","940.80",3,3,3,"Loyal Customers"
"13417",4,"2","640.83",5,3,3,"Loyal Customers"
"13418",11,"19","6939.19",5,5,5,"Champions"
"13419",63,"1","221.06",3,1,1,"Promising"
"13420",149,"2","159.85",2,2,1,"Lost Customers"
"13421",40,"2","1833.71",3,3,4,"Loyal Customers"
"13422",64,"1","2626.30",3,2,5,"Promising"
"13425",108,"3","1624.21",2,4,4,"At Risk"
"13426",0,"13","4944.07",5,5,5,"Champions"
"13427",19,"4","678.60",4,4,3,"Loyal Customers"
"13428",10,"1","201.78",5,1,1,"New Customers"
"13429",10,"4","1006.80",5,4,4,"Champions"
"13430",18,"2","679.45",4,3,3,"Loyal Customers"
"13431",67,"2","1269.10",3,3,4,"Loyal Customers"
"13433",696,"1","95.20",1,1,1,"Lost Customers"
"13434",74,"3","950.76",3,3,3,"Loyal Customers"
"13435",5,"8","4123.48",5,5,5,"Champions"
"13436",1,"1","196.89",5,1,1,"New Customers"
"13437",14,"7","3408.06",5,5,5,"Champions"
"13439",255,"2","702.33",1,3,3,"At Risk"
"13441",91,"1","296.64",2,2,2,"Lost Customers"
"13442",703,"2","316.10",1,3,2,"At Risk"
"13444",374,"1","483.79",1,1,2,"Lost Customers"
"13447",23,"3","1129.14",4,3,4,"Loyal Customers"
"13448",16,"8","4679.78",4,5,5,"Champions"
"13449",23,"1","291.88",4,2,2,"New Customers"
"13450",26,"7","2344.26",4,5,5,"Champions"
"13451",26,"6","3341.37",4,5,5,"Champions"
"13452",259,"2","590.00",1,3,3,"At Risk"
"13453",165,"2","356.98",2,3,2,"At Risk"
"13455",24,"4","1489.99",4,4,4,"Champions"
"13456",17,"6","1766.72",4,4,4,"Champions"
"13457",688,"2","148.22",1,2,1,"Lost Customers"
"13458",7,"16","11959.27",5,5,5,"Champions"
"13460",29,"2","183.44",4,2,1,"New Customers"
"13461",38,"3","1445.00",4,4,4,"Champions"
"13462",252,"3","529.02",1,3,3,"At Risk"
"13464",58,"1","674.68",3,1,3,"Promising"
"13466",184,"1","307.90",2,2,2,"Lost Customers"
"13467",10,"2","1071.91",5,2,4,"New Customers"
"13468",1,"43","7451.91",5,5,5,"Champions"
"13470",99,"2","165.00",2,2,1,"Lost Customers"
"13471",1,"4","2501.84",5,4,5,"Champions"
"13473",60,"3","811.38",3,3,3,"Loyal Customers"
"13474",236,"1","226.84",2,1,1,"Lost Customers"
"13475",191,"4","1431.78",2,4,4,"At Risk"
"13476",178,"2","1238.47",2,3,4,"At Risk"
"13477",37,"6","1454.58",4,4,4,"Champions"
"13479",200,"2","300.95",2,3,2,"At Risk"
"13481",45,"7","2566.71",3,5,5,"Loyal Customers"
"13482",232,"1","184.64",2,1,1,"Lost Customers"
"13483",65,"1","140.34",3,2,1,"Promising"
"13484",241,"2","624.94",2,3,3,"At Risk"
"13485",233,"5","869.72",2,4,3,"At Risk"
"13486",78,"3","1122.41",3,3,4,"Loyal Customers"
"13487",57,"4","679.35",3,4,3,"Loyal Customers"
"13488",17,"13","8968.31",4,5,5,"Champions"
"13489",105,"4","449.52",2,4,2,"At Risk"
"13491",51,"15","2283.41",3,5,5,"Loyal Customers"
"13492",136,"3","1269.84",2,4,4,"At Risk"
"13493",275,"2","618.63",1,3,3,"At Risk"
"13494",311,"1","316.26",1,2,2,"Lost Customers"
"13495",7,"8","3484.35",5,5,5,"Champions"
"13496",10,"2","653.33",5,3,3,"Loyal Customers"
"13497",282,"2","348.05",1,3,2,"At Risk"
"13498",730,"1","327.38",1,2,2,"Lost Customers"
"13499",17,"5","1159.11",4,4,4,"Champions"
"13500",23,"3","1166.77",4,3,4,"Loyal Customers"
"13501",288,"1","1340.32",1,1,4,"Lost Customers"
"13502",16,"3","292.00",4,3,2,"Loyal Customers"
"13503",71,"1","216.85",3,1,1,"Promising"
"13504",64,"1","295.93",3,2,2,"Promising"
"13505",72,"4","4393.63",3,4,5,"Loyal Customers"
"13506",316,"2","458.52",1,3,2,"At Risk"
"13507",3,"4","2479.16",5,4,5,"Champions"
"13508",243,"1","110.97",2,1,1,"Lost Customers"
"13509",8,"7","979.72",5,5,4,"Champions"
"13510",1,"6","2515.22",5,4,5,"Champions"
"13512",260,"2","439.43",1,3,2,"At Risk"
"13513",126,"1","205.10",2,1,1,"Lost Customers"
"13514",73,"1","152.20",3,1,1,"Promising"
"13515",72,"4","891.12",3,4,3,"Loyal Customers"
"13516",21,"3","1389.41",4,4,4,"Champions"
"13517",59,"3","2128.42",3,4,4,"Loyal Customers"
"13518",85,"1","627.16",3,1,3,"Promising"
"13519",78,"1","122.75",3,1,1,"Promising"
"13520",58,"7","4213.75",3,5,5,"Loyal Customers"
"13521",1,"3","1071.73",5,3,4,"Loyal Customers"
"13522",30,"1","125.80",4,2,1,"New Customers"
"13523",33,"5","3964.88",4,4,5,"Champions"
"13524",40,"5","680.18",3,4,3,"Loyal Customers"
"13525",14,"2","628.78",5,3,3,"Loyal Customers"
"13526",738,"2","1182.00",1,2,4,"Lost Customers"
"13527",33,"7","2242.36",4,5,5,"Champions"
"13529",78,"2","307.76",3,3,2,"Loyal Customers"
"13531",205,"3","795.50",2,3,3,"At Risk"
"13532",33,"1","210.31",4,1,1,"New Customers"
"13533",182,"3","269.09",2,3,2,"At Risk"
"13534",2,"26","6108.28",5,5,5,"Champions"
"13536",1,"7","3444.39",5,5,5,"Champions"
"13538",43,"7","1280.85",3,5,4,"Loyal Customers"
"13539",85,"3","631.34",3,3,3,"Loyal Customers"
"13542",376,"3","590.61",1,3,3,"At Risk"
"13544",39,"2","276.06",3,2,2,"Promising"
"13545",390,"1","246.75",1,1,1,"Lost Customers"
"13546",12,"4","893.83",5,4,3,"Loyal Customers"
"13548",96,"2","678.16",2,3,3,"At Risk"
"13549",25,"8","1005.80",4,5,4,"Champions"
